Adhola,English
Irao wanyalo geno Were?,Why can we trust in God?​
Were Maradyeri a a?,Who Is the True God?
"Nitye Were achiel kende maradyeri, aka ilwoo go ni Jehova. ","There is only one true God, and his name is Jehovah. "
"Go obedo chuny, wakinyal neno go.",He is a Spirit; we cannot see him. 
 Go maro wan aka go mito ni wabende wamar go. ,He loves us and wants us to love him in return.
Kendo go mito ni wamar jowoti wan., He also wants us to love other people.
" Go a Were Majameni jye, Jachwech ma gikipiny jye"," He is the Supreme One, the Creator of all things."
"Munyo obino i piny olwo
go ni Yesu Kristo. ", Later he came to earth ans was called  Jesus Christ
Chwech pa Were marapena obedo dhano ma chuny majameni.,The first of God’s creations was a mighty spirit person 
Jehova amochweyo kir jomalaika.,Jehovah also created the angels.
"Jehova ochweyo michalin, piny kodi gikipiny jye man’iy",Jehovah God created the stars as well as the earth and all that is on it
"Ochweyo Adam, dhano marapena, wok i fukefuke.","He formed Adam, the first man, from the dust of the ground.​"
Irao waripo miyo Jehova wor?,Why should we honor Jehovah?​
Megi kwo kite pa Were a mene?,What are some of God’s qualities?​
Kwo Oido Chale Nedi i Ndelo ma Eden?,What Was Life Like in Paradise?
"Jehova ochweyo dhako motelo milwoo ni Eva, to miyo Adam dhako no wobedi chiege. ","Jehovah made the first woman, Eve, and gave her to Adam to be his wife"
"Jehova ochweyo jo munyo joni gi paro kanyachiel gi kwo maber, jokobedo gi teko moro jye.","Jehovah created them with minds and bodies that were perfect, without any flaw."
" Pecho pajo maon oido ilwoo ni ndelo ma Eden —jwom, yen manyak girachama kodi ogwange jye oido nitye kanyago.",Their Paradise home was the garden of Eden​—a place of great beauty with a river and fruit trees and animals.
 Jehova oido luwo gi jo kanyachiel gi fuonjo jo; bedi jowinjo go di jobedo i piny ka chil gi chil.,"Jehovah spoke to them; he taught them. If they listened to him, they would live forever in Paradise on earth."
Malaika achiel ochayo Were.,One of the angels rebelled against God. 
 Malaika marach no ilwoo ni Sitan. ,That wicked angel is Satan the Devil.
Jehova onyutho Adam kodi Eva yath achiel mobedo i ndelo ma Eden to wacho ri jo ni ka jochamo kwo yath no jobino tho.,"Jehovah showed Adam and Eve one fruit tree in the garden and told them that if they ate from it, they would die."
 Sitan komito ni Adam kodi Eva jowinji Jehova. ,Satan did not want Adam and Eve to obey Jehovah.
"Ri ameno munyo oro thwol, Sitan owacho ri Eva ni ka jochamo kwo yath no jokiletho, kwanyo woko jolebedo paka Were. "," So he used a serpent to tell Eve that if she ate the fruit from that tree, she would not die, but she would be like God. "
To meno obedo twodo. ,"Of course, that was a lie."
Ginao Mowok’iye?,With What Results?
Jowinjo Sitan ,They Listened to Satan​
 Eva owinjo thwol to chamo kwo yath ma Were ochiero jo.,Eve listened to the serpent and ate of the fruit. 
 Rumachien to miyo Adam bende to chamo. ,"Afterward, she gave some to Adam, and he ate it."
Gima jotimo kobedo gimotire ,What they did was wrong​
 Were oryemo jo i ndelo ma Eden. ,God made them leave their Paradise home.
Kwo obedo ri jo matek kanyachiel gi nyithindho pajo.,Life was hard for them and their children. 
 Joti to jotho. ,They grew old and died. 
Ongoye kama jokidh’iye; kwo pajo orumo kichutho.,They did not go to the spirit world; they ceased to exist.
obedo gimarach.,it was a sin. 
"Watho rupiri wajojye wabedo nyikway
Adam gi Eva. ",We die because we all come from Adam and Eve. 
Jomotho jokinyal neno kosa winjo kosa timo gimoro jye.,The dead are not able to see or hear or do anything.
 Jochale pa dhano ma nindo.,They are like those who are asleep
Tho kobedo atoa pa Were ri ji.,Jehovah did not mean for people to die.
 Jehova chiegin chierino jomotho. , Soon he will bring back to life those asleep in death.
"Ka jowinji go, jobino limo kwo makirum."," If they listen to him, they will live forever."
Irao watho?,Why do we die?​
Tho bino rumo woko kichutho.,Death will be no more.​
Mikula ma Ndir pa Nowa,The Great Flood​ during Noah's time
Jomene ma Jowinjo Were? ,Who Listened to God
Adam kodi Eva jonywolo nyithindho to ji jomedere i piny. ,"Adam and Eve had children, and people became many on the earth."
"Rumachien, jomalaika megi jomakere gi Sitan to jochayo Were. "," In time, some angels joined Satan’s rebellion."
Jobino i piny to jolokere ji to jonywomo mon. ,They came to earth and took on the bodies of men so that they could marry women. 
"Nyithindho ma mon no jonywolo oido jombo loyo dhano moro jye, oido joger aka oido joni gi men moasere.","The women gave birth to superhuman sons, who were fierce and strong."
 Piny obino opo’iye ji marecho.,The world became filled with people who did bad things. 
Recho pa dhano obino opo i piny gipi aka paro pere jye oido rach hongo jye., man’s wickedness was great on the earth and that every inclination of the thoughts of his heart was only bad all the time.
Nowa obedo dhano maber. ,Noah was a good man. 
Jehova owacho ri Nowa nike kidho reyo woko ji jye gi mikula. ,Jehovah told Noah that He was going to destroy the wicked people with a great flood.
"Were owacho ri Nowa geto yee madwo swa, orwak’iye jopecho pere kodi ogwange mopokere opokere. ","God also told Noah to build a huge boat, called an ark, and to take into it his family and every sort of animal."
"Nowa owacho ri ji kwo mikula moido kidho bino, to jokowinjo go. ","Noah warned people about the coming Flood, but they did not listen. "
Jomegi jonyiero go; jomegi oido jomon gi go. ,Some laughed at Noah; others hated him.
"Munyo geto yee orumo, Nowa orwak’iye ogwange. ","When the ark was finished, Noah brought the animals inside."
Nowa kodi jopecho pere to bende jodonjo i yee,Noah and his family entered too.
Ginao ma Wafuonjere Kwo Mikula ma Ndir pa Nowa?,What Do We Learn From the Great Flood?
"Koth ochwe ndelo 40, wor g’odyechie, to umo piny gipi.","It rained for 40 days and 40 nights, and the water covered all the earth. "
 Ji marecho jye jotho,All the wicked people died.
"
Jomalaika marecho jolunyo del
pajo to jolokere jwogi.",The rebellious angels left their bodies of flesh and became demons.
Joma jobedo i yee joboth.,Those who were in the ark survived.
"Kada nende Nowa kodi jopecho pere jotho rumachien, jobino chierino jolimi kwo makirum."," Though Noah and his family eventually died, God will bring them to life again with the prospect of living forever."
Sitan kodi jwogi fuodi jomedere wondo ji.,Satan and the demons continue to mislead people.
"
Konon, paka obedo I ndir pa Nowa, joma thoth jokiwinji Jehova.","Today, as in Noah’s time, many reject Jehovah’s loving direction."
 Jehova bino reyo woko jomarecho jye., Soon Jehovah will destroy all who are wicked.
Jomegi jochale gi Nowa.,Some people are like Noah. 
Jowinjo Were to jotimo gima Were wacho; jono ilwoo jo ni Wajulizi pa Jehova.,They listen to God and do what he says; they are Jehovah’s Witnesses.
Yeri royo ma tero jo i kwo.,Choose the road that leads to life.​
Jomarecho ibino reyo woko jo aka joma mwol jobino bedo i piny.,The wicked will be destroyed; the meek will stay on earth
Yesu Obedo ŋa? ,Who Was Jesus?
"Ka wamito ni Jehova osangala, waripo winjo dhano man madwo.","If we want to please Jehovah, we must listen to another important person. "
"Chango chon ma fuodi Jevova kochweyo Adam, Jehova ochweyo ato i polo. ","Long before creating Adam, Jehovah created a mighty spirit person in the heavens."
" Munyo hongo okadho, Jehova ooro go i piny ka.","In time, Jehovah sent him to earth."
 Dhako ma fuodi kuya jachwo milwoo ni Maria to nywolo go. ,A virgin named Mary gave birth to him
Nyathi no ochwoki nyinge ni Yesu. ,The child was given the name Jesus.
" Munyo nitye i piny ka, Yesu onyutho kite pa Were. ","As a man on earth, Jesus perfectly reflected God’s qualities. "
"Go obedo jawor, jamar, kendo dhano mayot tiyirok gine.","He was kind, loving, and approachable."
 Ofuonjo ji adyeri ma mako kwo Were gi miseni.,"Fearlessly, he taught others the truth about Jehovah."
Yesu obotho jotwo to chierino kir jomotho.,Jesus also healed the sick and raised to life some who had died.
Jotel ma din oido jodak Yesu rupiri Yesu otucho ri jo fuonji pajo matwodo kodi kula pajo marecho.,The religious leaders hated Jesus because he exposed their false teachings and their evil ways.
Jotel ma din joluwo twodo kwo Yesu momiyo Joroma jogoyo go to joneko.,The religious leaders persuaded the Romans to beat Jesus and to kill him.
Irao ber ni waey gima mako kwo Yesu?,Why is it important to know about Jesus?​
Ginao ma Yesu otimo i polo munyo fuodi kobino i piny?,What did Jesus do in heaven before he came to earth?​
Tho pa Yesu Konyin Nedi?,What Does the Death of Jesus Mean for You?
"Rumachien ma ndelo adek munyo Yesu otyeko tho, nitye mon ma jokidho kama oido oyik’iye go to jokonwao del pere. ","Three days after Jesus died, some women visited his tomb and found it empty."
Jehova oido otyeko chierino Yesu., Jehovah had raised Jesus from the dead.
"Rumachien, Yesu oneno ri jofuonjirok pere.",Jesus later appeared to his apostles.
Jehova ochierino Yesu odoko Yesu to lokere chwech ma chuny makitho.,"Yes, Jehovah had resurrected Jesus to life as a powerful, immortal spirit creature."
Jofuonjirok pa Yesu joneno go munyo gik i polo., Jesus’ disciples saw him go up to heaven.
“Kemba” pa gimarach obedo ginao?,What are “the wages” of sin?​
Yesu oyawo ri wan royo ma limo kwo makirum.,Jesus opened the way to everlasting life.
Yesu omiyo kwo pere paka chul ri ji jye.,Jesus gave up his life to pay a ransom for mankind.
"Luwo kwo chul no, Were bino miyo wan kwo makirum. ","By means of that ransom, God makes it possible for us to live forever."
Jehova oyero Yesu bedo Kere ma ledhumo piny. ,Jehovah appointed Jesus as King to rule over the earth.
"Ji 144,000 jolechierino wok i piny to jokidho i polo. "," With him will be 144,000 faithful people who are resurrected from the earth to life in heaven. "
"Yesu kodi ji 144,000 joledhum i Ker pa Were ma polo.","Jesus and the 144,000 form a righteous heavenly government​—God’s Kingdom.​"
Ker pa Were bino loko piny me kabedo maber swa.,God’s Kingdom will make the earth a paradise. 
" Lweny, turo chik, chandi, kodi kech jye bino rumo woko.","War, crime, poverty, and hunger will be no more"
 Ji jolebedo i kisangala madit swa.,People will be truly happy
 Silwany mene ma Ker pa Were lekelo ri wan? ,What blessings will God’s Kingdom bring?​
Waripo kwayo Ker pa Were wobin.,We should pray for God’s Kingdom to come.​
Piny pa Were Manyien Obin Kerao?,When Will Paradise Come?
Baibul chango oluwo kwo gikipiny matimere pama.,The Bible foretold many of the things that are happening today. 
"Owacho ni ji di jobedo jomawor i pesa, joma kiwinji jonywol pajo, jomager, kodi joma maro kisangala ma piny.","It said that people would be lovers of money, disobedient to parents, fierce, and lovers of pleasures."
"Yengirok ma piny, lweny, kech, kodi two ma kiboth.","There would be great earthquakes, wars, food shortages, and widespread disease"
Gikipiny me jye nitye konon.,These things are happening now.
Kendo Yesu owacho ni wach maber ma mako kwo Ker pa Were ibino fuonjo I piny gipi.,"Also, Jesus said that the good news about the Kingdom would be preached in all the earth.​"
Jehova chiegin reyo woko jomarecho jye.,Jehovah will soon destroy all the wicked.
Sitan kodi jwogi ibino reyo jo woko.,Satan and the demons will be punished.
"Joma winjo Were joleboth jobedi i piny pa Were manyien, kama lworo moro jye kobed’iye, piny ma lebed’iye genirok kodi mar.","Those who listen to God will survive into a righteous new world, where there will be no more fear, a world where people trust and love one another."
Gikipiny mene ma Yesu chango owacho ma timere pama?,What did Jesus say would occur in our time?
Ibino reyo woko jomarecho.,The wicked will be destroyed.​
Joma Winjo Were Jobino Limo Silwany Mene i Hongo Mabino?,What Blessings Await Those Who Listen to God?
Par kwo gikipiny mabeyo minolimi i hongo ma bino ka iwinjo Jehova! ,Imagine the future blessings that you will enjoy if you listen to Jehovah!
Ilebedo gi kwo maber; mongoye dhano moro jye ma two kosa mool. ,You will have perfect health; no one will be sick or infirm. 
"Jomarecho jokobedi, aka ibino geno kis dhano.","There will be no bad people, and you will be able to trust everyone."
"Litho, rembo, kosa ywak jye kobedi. ","There will be no pain, sorrow, or tears."
Ongoye dhano moro jye ma leti to tho., No one will grow old and die.
"Ilebedo gi merin perin, wutimin in kanyachiel gi nyimerin.", You will be surrounded by friends and family. happy.
 Kwo i piny manyien bino kelo ri wan kisangala madit swa.,Life in Paradise will be a delight.
Lworo moro jye kobed’iye.,There will be no fear. 
 Ji jobino limo kisangala maradyeri.,People will be truly 
Jehova Winjo Kwayo Mawan? ,Does Jehovah Listen to our prayers?
Jehova winjo kwayo mawan.,Jehovah listens to our prayers
Go mito ni waluwi gi go munyo gima wawacho wok i chuny wan.,He wants us to speak to him from our hearts.
Ikiri ikway were moro jye kwanyo woko Jehova kende. ,Pray to Jehovah and not to anyone else.
Yesu ofuonjo wan paka waripo kwayo.,Jesus taught us how to pray.​
Were winjo kwayo pa jomene? ,To whom does God listen?​
